cdr_id,datetime,type,origin,destination,duration_sec,cell_site,latitude,longitude
e12e8de7-d898-4b01-9335-ceda784c2347,2023-10-20 16:27:55,SMS,59171234567,+59165186285,0,CB2062,-17.395316,-66.113431
f6bfabb2-6ea5-47e8-a2a2-6f193d2d63b6,2023-10-15 07:35:30,VOICE,59171234567,+59165376526,1320,CB2134,-17.406583,-66.075583
8bb83c07-f528-44ba-9341-50cdf2301ac1,2023-10-09 04:29:50,VOICE,59171234567,+59167923302,44,CB2022,-17.381461,-66.098772
23b5633e-713a-4fde-9364-e13631f68528,2023-10-06 20:41:54,VOICE,59171234567,+59165186285,34,CB2134,-17.406583,-66.075583
7bc739e7-f87a-45de-8607-4e4e32ec4f53,2023-10-29 11:46:44,SMS,59171234567,+59172425458,0,CB2127,-17.391,-66.098944
0070ef1f-366a-4f1f-a399-e13b0e544496,2023-10-12 03:32:36,VOICE,59171234567,+59175095372,1049,CB2134,-17.406583,-66.075583
55da4f2f-47ed-486c-bdcb-bc235ffe6c52,2023-10-02 17:31:49,SMS,59171234567,+59178273821,0,CB2134,-17.406583,-66.075583
edc500d6-7996-411a-9ea0-99bfe71a138f,2023-10-12 22:00:55,VOICE,59171234567,+59165098160,1234,CB2134,-17.406583,-66.075583
bf55a94c-1536-4cb6-95fd-6b787c0235b3,2023-10-24 01:53:57,DATA,59171234567,DATA_SERVICE,2648,CB2412,-17.384972,-66.117222
bb44c849-30b9-427d-8514-414d7fc64555,2023-10-18 05:24:19,DATA,59171234567,DATA_SERVICE,43,CS2259,-17.401944,-66.0375
f3e4b496-df0e-4c60-8e70-dbf0594fcb52,2023-10-08 09:56:14,DATA,59171234567,DATA_SERVICE,2260,CB2232,-17.394623,-66.073697
4ce41534-f7d6-47d8-ba93-cb8d12214ecb,2023-10-23 05:31:27,VOICE,59171234567,+59176195873,754,CB2178,-17.398361,-66.035833
dce3525c-96f7-4712-b730-c30c212ca460,2023-10-25 10:38:04,SMS,59171234567,+59169341706,0,CB2122,-17.381461,-66.098772
3ba3de82-0c37-4959-94a5-4be524de59cb,2023-10-02 09:14:31,DATA,59171234567,DATA_SERVICE,217,CB2412,-17.384972,-66.117222
dfb338d9-50c6-406a-8dd2-5c669728287a,2023-10-14 18:39:28,DATA,59171234567,DATA_SERVICE,3209,CB2231,-17.385719,-66.066556
c63cfd74-2422-4739-b59e-3533f9cf9e78,2023-10-22 23:08:45,VOICE,59171234567,+59173002079,207,CS2259,-17.401944,-66.0375
c295881b-c163-454f-9b45-c319c19ba109,2023-10-23 06:02:28,VOICE,59171234567,+59169341706,1097,CB2004,-17.373621,-66.122951
61e5b91a-4bbb-4c6b-95b6-47a2ef29e22c,2023-10-26 05:38:07,DATA,59171234567,DATA_SERVICE,3424,CB2122,-17.381461,-66.098772
661b176e-ab36-4996-8bfc-1545f5ba3103,2023-10-23 22:28:20,VOICE,59171234567,+59168513333,1734,CB2122,-17.381461,-66.098772
5db0cb66-0b84-4a8a-be9a-0da504fa8dac,2023-10-13 04:24:50,VOICE,59171234567,+59178774120,1760,CB2412,-17.384972,-66.117222
bff28144-276f-45f6-9963-5eb92e0d66a8,2023-10-12 19:33:07,VOICE,59171234567,+59165376526,224,CB2127,-17.391,-66.098944
ee52fa7b-d4ed-4eaa-9dcb-5fef449bf468,2023-10-13 17:52:01,VOICE,59171234567,+59168513333,1201,CB2412,-17.384972,-66.117222
407215b2-0e4c-4637-9514-fd5ad7b2d0a7,2023-10-21 12:36:02,DATA,59171234567,DATA_SERVICE,3224,CB2232,-17.394623,-66.073697
69a6acdf-b5d0-470d-bc2d-fa253cdc491a,2023-10-11 09:58:30,VOICE,59171234567,+59178774120,1078,CB2242,-17.381778,-66.110306
6aff6dbd-561c-4f72-806d-9a12ab5a8876,2023-10-02 04:45:59,VOICE,59171234567,+59173002079,1577,CB2412,-17.384972,-66.117222
0aac5f2e-16b2-4a61-abf2-c3f1a54ceb09,2023-10-30 02:23:41,VOICE,59171234567,+59178325176,651,CB2006,-17.403034,-66.042194
569e61af-8a3a-4897-b635-400b3ce6fdbc,2023-10-11 03:59:55,SMS,59171234567,+59173180236,0,CB2127,-17.391,-66.098944
ae0f70d3-5612-4d96-8961-4d52f002d73f,2023-10-17 16:22:45,DATA,59171234567,DATA_SERVICE,1965,CS2259,-17.401944,-66.0375
271aa74a-8504-4f9f-8550-efa54669691d,2023-10-19 01:10:12,DATA,59171234567,DATA_SERVICE,663,CB2226,-17.372806,-66.072278
dda1b9d1-3ae8-496b-ba49-06c9a3d33472,2023-10-15 07:44:03,VOICE,59171234567,+59166371086,1491,CB2226,-17.372806,-66.072278
84e3e69e-35d1-4fc7-a3fa-825af69b25a8,2023-10-28 00:17:34,SMS,59171234567,+59178774120,0,CB2226,-17.372806,-66.072278
bccbb7fc-e56d-463c-9f12-f1b1b8045a09,2023-10-14 04:16:11,VOICE,59171234567,+59165376526,140,CB2022,-17.381461,-66.098772
19a1ddad-88b9-4cb7-8098-25d6e966d802,2023-10-24 19:36:15,VOICE,59171234567,+59166371086,131,CB2134,-17.406583,-66.075583
574a71a7-3356-4a8a-a408-2ee43a3d075e,2023-10-18 20:06:29,VOICE,59171234567,+59178325176,740,CB2242,-17.381778,-66.110306
fcfd3c52-8bfd-410f-aba1-94c0c5a98838,2023-10-24 07:48:21,VOICE,59171234567,+59179526474,1064,CB2412,-17.384972,-66.117222
10f2859b-4552-44ec-a64f-067955b0743c,2023-10-28 06:09:15,VOICE,59171234567,+59178325176,1255,CB2136-B1,-17.410306,-66.037306
96cb3c22-f614-47d4-996e-7e8ec2e2b8f7,2023-10-30 07:47:15,VOICE,59171234567,+59175095372,906,CB2106,-17.403034,-66.042194
69580cfe-275f-4c13-bdd2-29c625ae125c,2023-10-13 01:00:44,VOICE,59171234567,+59162859214,248,CB2106,-17.403034,-66.042194
d09e16c8-ec10-49cd-a075-d70bb3d3f740,2023-10-29 02:10:21,VOICE,59171234567,+59176195873,909,CB2226,-17.372806,-66.072278
a92d4c0c-feb7-40fc-b4e9-f1822377aadc,2023-10-30 01:16:13,VOICE,59171234567,+59173863267,635,CB2178,-17.398361,-66.035833
2c2d635d-8f0a-44ce-b0db-57cfe12ddfb8,2023-10-03 21:55:34,SMS,59171234567,+59174700203,0,CB2091,-17.403988,-66.027489
632b9857-7d29-43e8-96e0-a5a7c43d3f56,2023-10-18 18:28:21,VOICE,59171234567,+59166955967,1220,CB2062,-17.395316,-66.113431
29047d9a-82bd-43dd-94b0-a67a99c311a4,2023-10-01 19:41:23,VOICE,59171234567,+59165944438,1785,CB2122,-17.381461,-66.098772
b5747caa-108f-4079-a230-dd72892fad41,2023-10-03 21:28:28,VOICE,59171234567,+59166955967,111,CB2226,-17.372806,-66.072278
45348ab8-441c-498f-98ab-af703cdf6347,2023-10-24 06:35:44,VOICE,59171234567,+59166371086,1517,CB2134,-17.406583,-66.075583
d14f1987-f76f-4e50-81c3-de1ce367232b,2023-10-22 03:19:06,VOICE,59171234567,+59169341706,133,CB2127,-17.391,-66.098944
142d0f22-cedf-4eb3-ab58-54410a838d8f,2023-10-29 10:01:49,VOICE,59171234567,+59172425458,1346,CB2412,-17.384972,-66.117222
e9175609-1e73-4643-a4d3-b52372eb9610,2023-10-09 07:40:58,VOICE,59171234567,+59166955967,1507,CB2022,-17.381461,-66.098772
d6b19747-ccb7-4190-a197-2f385f0ef1fe,2023-10-19 04:58:54,SMS,59171234567,+59165376526,0,CB2022,-17.381461,-66.098772
70e68f21-1d53-45bd-a747-9c3b1a4ad847,2023-10-03 06:07:18,SMS,59171234567,+59177031878,0,CB2231,-17.385719,-66.066556
ad8543d6-d794-460b-b2c8-0f8270d30cad,2023-10-28 12:48:12,VOICE,59171234567,+59172113263,784,CB2122,-17.381461,-66.098772
4efbff8a-f071-4033-b266-5db04ac951e9,2023-10-09 10:28:03,VOICE,59171234567,+59167719784,1552,CB2412,-17.384972,-66.117222
8281449a-a96c-4be5-9c52-27c6f21ac39d,2023-10-19 04:31:43,SMS,59171234567,+59168918347,0,CB2006,-17.403034,-66.042194
60c1c84e-90e4-4e8e-a564-655609d8f3db,2023-10-16 17:17:05,VOICE,59171234567,+59165186285,17,CB2127,-17.391,-66.098944
a63b3837-ba04-4887-b14e-a3463710c550,2023-10-03 07:45:24,SMS,59171234567,+59178273821,0,CB2226,-17.372806,-66.072278
65df8bb6-f22e-4e63-95b7-2a8b08a2e244,2023-10-10 04:02:42,SMS,59171234567,+59168579263,0,CB2006,-17.403034,-66.042194
1b166c85-48f1-4db1-9b0b-e9b5b70276a8,2023-10-01 11:33:05,VOICE,59171234567,+59168579263,905,CB2232,-17.394623,-66.073697
0c591b83-1122-490f-a286-d97727ee2bd7,2023-10-11 02:33:27,VOICE,59171234567,+59178325176,449,CB2127,-17.391,-66.098944
77aa5c37-ebad-4310-909e-71abf6647452,2023-10-05 23:22:25,VOICE,59171234567,+59168579263,1759,CB2231,-17.385719,-66.066556
57167808-fdbb-4e2d-89f4-a79617fff524,2023-10-18 03:13:50,DATA,59171234567,DATA_SERVICE,1157,CB2136-B1,-17.410306,-66.037306
513b278d-128b-47d1-9ee5-b311955179ef,2023-10-02 16:24:36,SMS,59171234567,+59167645961,0,CS2259,-17.401944,-66.0375
3fc817fd-465e-46d9-9c39-7157d21e4c4a,2023-10-10 06:40:10,VOICE,59171234567,+59175095372,800,CB2178,-17.398361,-66.035833
1683bb61-f7db-4c5e-ae83-8f013d0ecb3e,2023-10-23 06:33:16,SMS,59171234567,+59179526474,0,CB2136-B1,-17.410306,-66.037306
438eca24-70f4-4aed-b18d-9c0a9f0687ab,2023-10-29 07:02:33,DATA,59171234567,DATA_SERVICE,853,CB2062,-17.395316,-66.113431
da678bf3-b3e4-44e4-8ffc-de58e352a4ed,2023-10-24 20:01:18,VOICE,59171234567,+59175341679,85,CB2005,-17.38391,-66.08344
5e6d9315-9218-4637-b85c-5d237d8ba4de,2023-10-17 17:06:17,DATA,59171234567,DATA_SERVICE,1533,CS2259,-17.401944,-66.0375
8f85f1b4-3975-4707-967a-85fb67e15aa4,2023-10-26 03:25:51,DATA,59171234567,DATA_SERVICE,2061,CB2178,-17.398361,-66.035833
452bf9bf-fc1a-4692-8f7b-a205feac38b1,2023-10-21 20:59:25,VOICE,59171234567,+59165376526,751,CB2136-B1,-17.410306,-66.037306
9bb80466-d025-46e1-a17a-88f5ffcff860,2023-10-31 06:10:27,VOICE,59171234567,+59168579263,1431,CB2231,-17.385719,-66.066556
7fd52665-1816-4a3e-a530-6a5c62950a41,2023-10-11 15:02:10,SMS,59171234567,+59168513333,0,CB2004,-17.373621,-66.122951
f5ee2c62-d888-412b-88fb-66400ac7b8b4,2023-10-09 20:32:35,VOICE,59171234567,+59174700203,1396,CB2178,-17.398361,-66.035833
4e3e84cb-ebed-4bfb-a038-18b4835fa3e6,2023-10-09 01:35:54,SMS,59171234567,+59177462620,0,CB2412,-17.384972,-66.117222
6c29bb53-57ce-4131-b807-021f28e44ff8,2023-10-23 16:51:24,SMS,59171234567,+59171687192,0,CB2232,-17.394623,-66.073697
4d90f823-e7a4-4dae-a45a-246328ea9193,2023-10-29 02:19:52,DATA,59171234567,DATA_SERVICE,2391,CB2231,-17.385719,-66.066556
a7ce0a1d-a1e1-4342-824e-5f702e9aa67c,2023-10-20 08:15:58,VOICE,59171234567,+59165712564,1401,CB2134,-17.406583,-66.075583
b9328248-fbc6-462e-8beb-b3e264c1890f,2023-10-13 05:17:51,VOICE,59171234567,+59178774120,685,CB2242,-17.381778,-66.110306
b6a53a54-3adf-4c80-b5eb-1573ee79b7d2,2023-10-10 12:21:27,VOICE,59171234567,+59179989751,684,CB2127,-17.391,-66.098944
1e8fd143-8aec-4eb2-8987-3602176a35a0,2023-10-28 14:53:53,DATA,59171234567,DATA_SERVICE,2919,CB2062,-17.395316,-66.113431
19bc1b6e-3d22-42f8-8ef4-10823cdeeece,2023-10-14 03:52:55,VOICE,59171234567,+59176195873,1176,CB2062,-17.395316,-66.113431
297e5cc7-5dec-4aae-8783-2d2778e9ed96,2023-10-23 22:26:53,VOICE,59171234567,+59173002079,937,CB2231,-17.385719,-66.066556
1c518238-aa6f-4c64-b668-42be0f7112a9,2023-10-31 20:15:01,VOICE,59171234567,+59166371086,1358,CB2091,-17.403988,-66.027489
44aaddb4-17f4-4941-8621-ad1669eee977,2023-10-23 18:40:52,VOICE,59171234567,+59166809334,128,CB2191,-17.378722,-66.073139
0c5c3826-6f38-4003-bbf3-fb94f623f287,2023-10-07 16:41:04,SMS,59171234567,+59169341706,0,CB2062,-17.395316,-66.113431
8214b635-80e2-447f-a005-ee34044cf54b,2023-10-30 07:38:59,VOICE,59171234567,+59173002079,523,CB2127,-17.391,-66.098944
a4fadab1-ff9f-4c71-bb71-0c876aabe060,2023-10-19 08:14:00,VOICE,59171234567,+59165098160,678,CB2004,-17.373621,-66.122951
47206173-0b17-466f-b68c-d74957709378,2023-10-20 15:53:46,VOICE,59171234567,+59164366705,174,CB2122,-17.381461,-66.098772
7d66cfd1-352b-400b-8ce6-5900b00e2208,2023-10-11 05:27:36,SMS,59171234567,+59173835522,0,CB2005,-17.38391,-66.08344
d7c94153-a167-4cb8-a3a2-d61a31df239d,2023-10-27 00:12:20,DATA,59171234567,DATA_SERVICE,3025,CB2191,-17.378722,-66.073139
710c6b87-b699-4bb5-8e3f-be5ee8a8011c,2023-10-17 08:16:03,DATA,59171234567,DATA_SERVICE,1015,CB2412,-17.384972,-66.117222
cc995845-73f0-432d-9235-296271b8c3a7,2023-10-16 08:08:39,SMS,59171234567,+59174447992,0,CB2005,-17.38391,-66.08344
412adba8-49eb-4728-8fea-845f0caf1cc2,2023-10-29 06:18:10,VOICE,59171234567,+59162859214,1593,CB2122,-17.381461,-66.098772
d8edd6c4-abde-4621-8a98-ad7cc9e087bd,2023-10-28 02:28:39,VOICE,59171234567,+59173863267,1429,CB2122,-17.381461,-66.098772
1c75183e-edb9-4120-af7a-262e8000413e,2023-10-30 10:31:48,VOICE,59171234567,+59173334058,1434,CB2106,-17.403034,-66.042194
43893c60-8092-47e9-bd4e-900f3c61b2ea,2023-10-15 17:29:03,VOICE,59171234567,+59179989751,1030,CB2412,-17.384972,-66.117222
98d67789-bb1b-42f0-8bb8-f0b66e2ae71e,2023-10-28 23:24:59,VOICE,59171234567,+59171728918,494,CB2231,-17.385719,-66.066556
11ae485f-7c99-405c-a246-8049d7147596,2023-10-05 16:33:07,DATA,59171234567,DATA_SERVICE,2152,CB2122,-17.381461,-66.098772
2b17b591-f9dc-487b-8829-b74bb08ab4a1,2023-10-01 04:57:57,VOICE,59171234567,+59175341679,140,CB2191,-17.378722,-66.073139
b3bfefdb-843d-457e-a126-088c9d57f425,2023-10-19 21:02:05,SMS,59171234567,+59178273821,0,CB2232,-17.394623,-66.073697
100bc581-930a-4dc1-911f-2ed78d81c8f9,2023-10-28 13:01:59,VOICE,59171234567,+59171728918,1258,CB2022,-17.381461,-66.098772
5755548d-8b79-48d1-b003-adb502f21e15,2023-10-06 08:58:33,VOICE,59171234567,+59169341706,312,CB2062,-17.395316,-66.113431
3c180d55-9a7a-499e-8a35-071048fcb666,2023-10-30 22:48:45,VOICE,59171234567,+59175529456,208,CB2091,-17.403988,-66.027489
ed5edc2f-526f-42cb-966d-6e814ce82362,2023-10-25 07:35:06,DATA,59171234567,DATA_SERVICE,2956,CB2006,-17.403034,-66.042194
10e1cda5-6919-465d-a44a-9de62b4efa8a,2023-10-06 10:13:25,VOICE,59171234567,+59168579263,674,CB2412,-17.384972,-66.117222
53e3a21b-7c3e-46d4-931f-7b422b5de245,2023-10-11 08:17:22,SMS,59171234567,+59169009940,0,CB2136-B1,-17.410306,-66.037306
53210a0e-936b-4ed5-9380-76347a0c6a28,2023-10-03 10:17:39,VOICE,59171234567,+59171687192,1092,CB2134,-17.406583,-66.075583
90fe5b5e-27fb-4f8b-84aa-436a5b6a5c10,2023-10-21 08:16:50,VOICE,59171234567,+59171687192,544,CB2005,-17.38391,-66.08344
10c49a8f-acf1-4868-a901-15df397d1f24,2023-10-08 05:37:51,VOICE,59171234567,+59165186285,600,CB2226,-17.372806,-66.072278
260a1b80-e225-48ad-b42b-d0f5829cb93c,2023-10-28 07:04:14,VOICE,59171234567,+59179989751,1065,CB2091,-17.403988,-66.027489
48b2a62f-be7d-44c9-9891-dfa070277169,2023-10-23 22:41:50,VOICE,59171234567,+59177031878,570,CB2106,-17.403034,-66.042194
b945243d-fa9f-4bea-9501-e607d8f92774,2023-10-22 21:53:28,SMS,59171234567,+59174296931,0,CB2022,-17.381461,-66.098772
1ba08832-1745-405f-b4a6-77b96f869a9e,2023-10-31 17:08:58,SMS,59171234567,+59164366705,0,CS2259,-17.401944,-66.0375
34671c36-ba34-44c6-bc78-cb4ab3b02f07,2023-10-21 21:52:57,VOICE,59171234567,+59179526474,924,CB2004,-17.373621,-66.122951
a31492ac-52bd-4c99-8233-6896d4ca350d,2023-10-06 14:08:57,VOICE,59171234567,+59178774120,1557,CB2006,-17.403034,-66.042194
c7a2681e-a58f-4eaa-8ddf-9bbc42b8c390,2023-10-25 22:00:24,VOICE,59171234567,+59174700203,596,CB2242,-17.381778,-66.110306
ba959c7c-a0bb-4e48-bdc2-49f7b4a2d713,2023-10-29 19:11:39,VOICE,59171234567,+59172113263,179,CB2005,-17.38391,-66.08344
dad11a1f-fb17-47a3-981f-a939f356ba19,2023-10-30 19:16:45,DATA,59171234567,DATA_SERVICE,587,CB2062,-17.395316,-66.113431
7204d382-fcc4-4547-a2f1-44cb96d05dda,2023-10-30 23:22:21,VOICE,59171234567,+59172113263,1004,CB2004,-17.373621,-66.122951
0366ddbf-78eb-474a-8c2f-5c2463bb0bf8,2023-10-06 22:37:36,VOICE,59171234567,+59175341679,1458,CB2106,-17.403034,-66.042194
4e94a0b7-a315-4a22-8149-24dc62a3b4ee,2023-10-25 09:02:59,VOICE,59171234567,+59166785133,153,CB2091,-17.403988,-66.027489
ddd35b31-cf95-40f3-bebd-e796ea35d944,2023-10-27 22:59:20,VOICE,59171234567,+59166785133,1352,CB2232,-17.394623,-66.073697
a8a6cbf7-babd-47a8-98c5-000efeb1a7b7,2023-10-06 00:39:38,SMS,59171234567,+59162859214,0,CB2232,-17.394623,-66.073697
8608115a-d374-4183-bde9-be897affba37,2023-10-01 23:18:06,DATA,59171234567,DATA_SERVICE,1846,CB2232,-17.394623,-66.073697
2dbc4e8c-273e-488b-806c-ec96c6cd9e53,2023-10-23 04:20:13,SMS,59171234567,+59171687192,0,CB2062,-17.395316,-66.113431
d09fc5b7-f13b-490e-94ef-3460c0156a77,2023-10-02 09:58:55,VOICE,59171234567,+59173002079,1170,CB2136-B1,-17.410306,-66.037306
ee7ea605-7c1c-4900-bddf-addbe651246f,2023-10-14 12:59:14,SMS,59171234567,+59174447992,0,CB2004,-17.373621,-66.122951
ad386a47-1d5b-4290-92d1-e04e3029b3e7,2023-10-29 13:50:01,VOICE,59171234567,+59165186285,740,CB2004,-17.373621,-66.122951
91f23d9a-7b2d-4ca4-a87c-27f31ac26bad,2023-10-25 04:32:48,VOICE,59171234567,+59173835522,619,CB2091,-17.403988,-66.027489
9194d82e-f283-4614-b369-c27eb30db898,2023-10-17 02:53:57,VOICE,59171234567,+59167719784,1007,CB2091,-17.403988,-66.027489
03254c34-8f31-4085-8870-7ae5c04ab5ff,2023-10-22 19:14:40,VOICE,59171234567,+59167719784,1528,CB2004,-17.373621,-66.122951
5fb30f12-ed65-4e70-977c-d986e5dad336,2023-10-05 21:54:18,VOICE,59171234567,+59168513333,611,CB2091,-17.403988,-66.027489
87720ea9-6e24-47dd-a8fb-77328f95f001,2023-10-03 10:22:41,VOICE,59171234567,+59165186285,120,CB2127,-17.391,-66.098944
8d81e49e-092e-4434-b3da-295fbebfef15,2023-10-25 16:54:34,VOICE,59171234567,+59173002079,475,CB2005,-17.38391,-66.08344
984da33e-08b5-408c-9763-b88a085a7054,2023-10-19 14:51:26,VOICE,59171234567,+59173455960,815,CB2232,-17.394623,-66.073697
f29961cd-b24d-4fd1-9eee-c6247c016e20,2023-10-28 12:24:31,VOICE,59171234567,+59176195873,1549,CB2091,-17.403988,-66.027489
7773e4f1-0ab9-45e8-ab1f-27ccad1733b5,2023-10-28 13:21:48,VOICE,59171234567,+59178774120,1317,CB2091,-17.403988,-66.027489
c3f69d76-ae00-4b68-8238-08db87b90f70,2023-10-20 16:54:49,VOICE,59171234567,+59171728918,572,CB2127,-17.391,-66.098944
9d63fa75-487a-4e12-8578-47ebe2c2cfe0,2023-10-20 19:39:57,VOICE,59171234567,+59168567970,1736,CB2191,-17.378722,-66.073139
373584c4-52cd-4e9d-98e5-9ff161c7c33b,2023-10-15 00:13:42,SMS,59171234567,+59173863267,0,CB2106,-17.403034,-66.042194
76f5e35e-f167-4646-be0b-65016f3b6ef9,2023-10-05 21:43:48,DATA,59171234567,DATA_SERVICE,2917,CB2412,-17.384972,-66.117222
25ab2bac-48bf-45cd-a91e-804c41b8b201,2023-10-29 07:59:21,DATA,59171234567,DATA_SERVICE,3206,CB2412,-17.384972,-66.117222
589f4616-6d2a-4811-a207-4fd36c4b3c30,2023-10-09 11:39:50,SMS,59171234567,+59168567970,0,CB2191,-17.378722,-66.073139
88d088fb-97c1-4f44-8b35-c1ee61bafca0,2023-10-01 13:11:36,SMS,59171234567,+59178325176,0,CB2106,-17.403034,-66.042194
f38277a0-901c-46c5-b0c1-b7908797a5ab,2023-10-27 20:09:08,SMS,59171234567,+59169009940,0,CB2022,-17.381461,-66.098772
9e5d8ee2-2279-47a4-b8fd-0358e4ef5f0f,2023-10-02 08:30:32,SMS,59171234567,+59166955967,0,CB2134,-17.406583,-66.075583
01a9bcf0-49db-4b40-83ad-ed36ef0ec263,2023-10-17 13:39:59,SMS,59171234567,+59168918347,0,CB2232,-17.394623,-66.073697
645f28d3-dd9d-41a7-a5aa-af9eebbf9d20,2023-10-03 10:59:31,DATA,59171234567,DATA_SERVICE,1191,CB2106,-17.403034,-66.042194
7f10cbda-568c-4490-adf6-f2060fbf5e8a,2023-10-14 22:39:08,SMS,59171234567,+59179526474,0,CB2412,-17.384972,-66.117222
fc948009-20c8-4cc3-b369-aa5ef2c7e38b,2023-10-08 04:30:48,VOICE,59171234567,+59165098160,1582,CS2259,-17.401944,-66.0375
36ae8005-179a-4744-a861-986c7f42a13e,2023-10-06 13:44:38,VOICE,59171234567,+59169009940,1116,CB2231,-17.385719,-66.066556
fa93667b-7555-4c05-b35a-988dba15bdac,2023-10-03 22:16:54,SMS,59171234567,+59168579263,0,CB2178,-17.398361,-66.035833
6cc07102-5c30-4c55-a1cf-d35feaf4faf6,2023-10-06 16:05:58,SMS,59171234567,+59167719784,0,CB2062,-17.395316,-66.113431
f645f5f7-00d0-4b4e-a789-9b53922d94ff,2023-10-24 18:22:23,DATA,59171234567,DATA_SERVICE,1207,CB2134,-17.406583,-66.075583
700eee58-b458-41b4-8e08-5b048974bc47,2023-10-18 15:25:02,VOICE,59171234567,+59175053981,1288,CB2106,-17.403034,-66.042194
bbb47214-6214-4389-af7f-bbc27b4e9d15,2023-10-06 14:23:59,VOICE,59171234567,+59172831175,1175,CB2127,-17.391,-66.098944
02855111-2392-424d-866d-b9835c463ab2,2023-10-07 23:44:26,VOICE,59171234567,+59163600670,1476,CB2232,-17.394623,-66.073697
85d51488-5224-47a6-b150-c3b47e98bb6c,2023-10-07 03:54:34,VOICE,59171234567,+59177462620,1152,CB2022,-17.381461,-66.098772
d724d0f6-ef38-41a7-9bdc-52b99ec375cc,2023-10-15 22:01:31,VOICE,59171234567,+59167923302,446,CB2412,-17.384972,-66.117222
04bfd80a-fa7c-4106-aac2-c1fafd1c5dc7,2023-10-04 17:39:26,VOICE,59171234567,+59173455960,1569,CB2062,-17.395316,-66.113431
8b54a07e-d1b3-4390-9b69-cb7f10fbdbde,2023-10-27 16:26:57,VOICE,59171234567,+59179526474,730,CB2136-B1,-17.410306,-66.037306
a76269ff-8e6b-4096-a2c5-1f3d4ea2a6b7,2023-10-06 01:19:54,VOICE,59171234567,+59166809334,651,CB2004,-17.373621,-66.122951
4b805e49-2789-48d7-a6ca-7d1db333a66c,2023-10-27 02:42:06,SMS,59171234567,+59175529456,0,CB2122,-17.381461,-66.098772
